RTT(s),img,parameter,leftChanges,rightChanges,chosen,hashval,screenWidth,screenHeight,windowWidth,windowHeight,colorDepth,userid,count,useragent
2,/img/pexels-photo-906013.jpeg,temperature,6500.0,25000.0,leftImage,8160100373531931648,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,10,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
7,/img/pexels-photo-2215218.jpeg,lcontrast,0.6,0.0,unsure,8953830073112449024,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,86,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
2,/img/pexels-photo-2035016.jpeg,brightness,0.6,0.0,rightImage,-6638508215129035776,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,11,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-2505416.jpeg,tint,1.25,1.0,rightImage,8005390751963296768,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,87,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
2,/img/pexels-photo-1171174.jpeg,contrast,0.0,-0.8,leftImage,4282156234768482816,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,12,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-573123.jpeg,exposure,0.0,0.6,leftImage,5053814055181139968,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,13,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
6,/img/pexels-photo-2133095.jpeg,highlights,-20.0,-50.0,unsure,-6455476742486860800,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,88,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
9,/img/pexels-photo-2903375.jpeg,vibrance,25.0,0.0,unsure,-6717988663128805376,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,14,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
7,/img/pexels-photo-763903.jpeg,vibrance,80.0,60.0,unsure,1443148133060732416,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,89,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
3,/img/pexels-photo-680013.jpeg,tint,1.05,1.2,leftImage,-724129617114606336,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,15,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
4,/img/pexels-photo-2893960.jpeg,temperature,18000.0,22000.0,unsure,3392402290614219264,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,90,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
3,/img/pexels-photo-175771.jpeg,saturation,-1.0,0.0,rightImage,2835440650556449280,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,16,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-2563743.jpeg,highlights,-100.0,-50.0,leftImage,136388462570467952,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,17,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
4,/img/pexels-photo-2128108.jpeg,saturation,-0.2,-0.4,unsure,3015488855845629952,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,91,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
2,/img/pexels-photo-2611939.jpeg,lcontrast,0.0,3.0,rightImage,-3601984181480592384,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,18,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
4,/img/pexels-photo-2220402.jpeg,saturation,-0.6,0.0,rightImage,-7231354800093356032,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,92,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
5,/img/pexels-photo-3519404.jpeg,brightness,-0.2,-0.2,leftImage,-9081680417802878976,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,19,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
4,/img/pexels-photo-2092293.jpeg,contrast,0.8,0.4,rightImage,-49791935627423400,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,93,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
6,/img/pexels-photo-2924651.jpeg,saturation,0.0,0.8,rightImage,-7735499062318721024,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,20,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
5,/img/pexels-photo-2990832.jpeg,saturation,-0.2,-0.8,leftImage,1666605352701262592,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,94,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
1,/img/pexels-photo-2042563.jpeg,brightness,1.0,0.2,rightImage,3018687778823758848,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,21,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-2126982.jpeg,vibrance,80.0,40.0,rightImage,-8486306989954795520,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,22,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-2028738.jpeg,temperature,6500.0,22000.0,leftImage,-4426844170550454272,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,95,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
1,/img/building-house-high-rise-hdr.jpg,tint,1.25,1.0,rightImage,5123567730774566912,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,23,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-1693187.jpeg,tint,1.0,1.05,leftImage,6870407808970773504,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,96,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
3,/img/pexels-photo-2555645.jpeg,tint,1.0,0.75,leftImage,-7729124388596953088,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,97,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
6,/img/pexels-photo-2192439.jpeg,highlights,-80.0,-50.0,leftImage,59904649283833024,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,98,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
7,/img/pexels-photo-706201.jpeg,brightness,0.0,1.0,leftImage,7201186257134260224,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,99,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
19,/img/pexels-photo-2877164.jpeg,highlights,-50.0,-80.0,leftImage,-8514801937699652608,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,24,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-785586.jpeg,vibrance,20.0,20.0,unsure,-8351187544877125632,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
3,/img/pexels-photo-3115631.jpeg,lcontrast,9.0,35.0,leftImage,5986187546940736512,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,25,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-603580.jpeg,lcontrast,4.0,0.0,leftImage,-2950448280484691968,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,26,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
5,/img/pexels-photo-1590042.jpeg,lcontrast,0.0,0.6,rightImage,1875174168997770496,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,101,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
3,/img/pexels-photo-705793.jpeg,highlights,80.0,-50.0,leftImage,-3383040553677814784,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,27,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-115566.jpeg,brightness,0.0,-0.4,rightImage,-6612532097503583232,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,28,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-1427587.jpeg,temperature,6500.0,2000.0,leftImage,2351725672938411008,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,29,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-535099.jpeg,saturation,-0.4,-0.6,leftImage,-3534600293954539520,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,30,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
12,/img/pexels-photo-2479904.jpeg,vibrance,25.0,20.0,unsure,7155052026669019136,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
5,/img/pexels-photo-977370.jpeg,highlights,-50.0,-100.0,unsure,-4153057415794445824,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
9,/img/pexels-photo-628247.jpeg,brightness,-0.2,-0.2,leftImage,5138068019418170368,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,31,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-3616733.jpeg,tint,1.0,1.1,leftImage,4189002170593578496,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,104,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
6,/img/pexels-photo-2111759.jpeg,shadows,50.0,-40.0,leftImage,-7991047487933950976,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,32,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-1291481.jpeg,highlights,-50.0,-100.0,leftImage,-3186245526776579584,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,33,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/uss-nimitz-basketball-silhouettes-sea-69773.jpeg,contrast,0.0,-0.6,leftImage,-7148970171591984128,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,34,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-784371.jpeg,brightness,0.6,0.4,leftImage,6177610563701236736,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,35,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
11,/img/pexels-photo-1830297.jpeg,exposure,0.6,0.0,leftImage,-1158349746526498560,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,105,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
1,/img/pexels-photo-57553.jpeg,exposure,0.0,2.4,leftImage,656984275259815936,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,36,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
7,/img/pexels-photo-3602624.jpeg,highlights,-60.0,-50.0,leftImage,-6617922474749883392,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,37,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
1,/img/pexels-photo-3193548.jpeg,tint,1.15,1.0,rightImage,660758420141455872,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,38,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
10,/img/neil-armstrong-armstrong-astronaut-space-suit-41952.jpeg,highlights,0.0,40.0,unsure,-4274605888245280256,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,106,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
3,/img/pexels-photo-860920.jpeg,vibrance,20.0,25.0,rightImage,3293133344974743040,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,39,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-3550269.jpeg,shadows,60.0,100.0,unsure,2222542521760267264,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,107,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
3,/img/pexels-photo-1791538.jpeg,tint,0.95,0.95,rightImage,-7538482946335742976,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,40,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-752036.jpeg,temperature,6500.0,14000.0,rightImage,-2605345386115625472,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,41,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
7,/img/pexels-photo-3023279.jpeg,lcontrast,20.0,9.0,unsure,1921765772791622400,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,108,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
4,/img/pexels-photo-140039.jpeg,highlights,-50.0,-100.0,rightImage,-4637817417650376704,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,42,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
1,/img/pexels-photo-1483595.jpeg,tint,1.0,1.15,leftImage,-5078815805898381312,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,43,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-2136042.jpeg,temperature,3000.0,6500.0,rightImage,5016409660313377792,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,109,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
2,/img/pexels-photo-3050824.jpeg,temperature,20000.0,8000.0,rightImage,3058746391834368512,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,44,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-3049882.jpeg,lcontrast,7.0,8.0,leftImage,-796288717030649472,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,45,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
1,/img/pexels-photo-346819.jpeg,temperature,6500.0,20000.0,leftImage,7799105173505210368,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,46,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-2467210.jpeg,saturation,-0.4,-0.8,leftImage,-2357430340338477056,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,47,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-157236.jpeg,vibrance,25.0,80.0,leftImage,-1385603254930695936,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,48,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-2795918.jpeg,vibrance,25.0,20.0,leftImage,1078544690481321472,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,49,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
1,/img/dog-animal-portrait-head-86412.jpeg,contrast,0.0,-0.4,leftImage,-9214596015975077888,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,50,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
15,/img/italy-rome-building-antique-161974.jpeg,shadows,50.0,-80.0,leftImage,7494878621634738176,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,110,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
1,/img/pexels-photo-1346089.jpeg,shadows,50.0,80.0,leftImage,-1072874172775558016,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,51,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
4,/img/pexels-photo-2528919.jpeg,temperature,6000.0,6000.0,unsure,-4992395775139088384,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,111,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
4,/img/pexels-photo-2946199.jpeg,shadows,50.0,100.0,leftImage,-7037511455786637312,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,52,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-905889.jpeg,vibrance,20.0,25.0,leftImage,-1128660323058050560,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,53,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
4,/img/pexels-photo-1972736.jpeg,saturation,-0.4,0.0,rightImage,-7833123986874543104,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,112,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
3,/img/pexels-photo-1816731.jpeg,shadows,80.0,50.0,rightImage,-5356015489976222720,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,54,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-2145927.jpeg,exposure,-2.4,-2.4,error,8523507224705050624,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,55,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-928969.jpeg,saturation,0.0,0.4,rightImage,5121699356218364928,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,113,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
2,/img/baseball-high-school-sport-competition-159741.jpeg,exposure,0.6,3.0,leftImage,-9131001413459504128,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,56,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-3066333.jpeg,saturation,-0.4,0.0,rightImage,-6388540448146801664,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
2,/img/pexels-photo-1671051.jpeg,brightness,0.0,0.4,leftImage,-8074202098641348608,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,57,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-1420442.jpeg,highlights,-50.0,60.0,leftImage,-5571143308214779904,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,58,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-1656062.jpeg,contrast,0.0,0.4,leftImage,-4541787327931932160,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,115,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
1,/img/pexels-photo-2985018.jpeg,brightness,-1.0,-1.0,leftImage,4095756988735302656,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,59,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-406629.jpeg,vibrance,0.0,20.0,unsure,-6855941553691278336,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,116,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
2,/img/pexels-photo-1066223.jpeg,vibrance,25.0,0.0,leftImage,304138534049557760,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,60,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
5,/img/pexels-photo-973403.jpeg,vibrance,100.0,60.0,unsure,-1806254959905346048,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,117,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
8,/img/pexels-photo-807627.jpeg,shadows,50.0,20.0,leftImage,-4957250259904536576,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,61,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
1,/img/pexels-photo-1999524.jpeg,brightness,0.2,0.2,leftImage,-137529730858822272,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,62,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
5,/img/pexels-photo-1786243.jpeg,shadows,50.0,-60.0,unsure,2037352524513957888,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,118,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
2,/img/pexels-photo-3490263.jpeg,lcontrast,8.0,5.0,rightImage,-1063499583568366336,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,63,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
1,/img/pexels-photo-1168672.jpeg,vibrance,80.0,25.0,rightImage,8870893845063560192,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,64,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
4,/img/pexels-photo-2757531.jpeg,contrast,0.0,0.6,leftImage,-1471121333906785024,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,119,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
1,/img/pexels-photo-2859368.jpeg,temperature,6000.0,3000.0,leftImage,2325342293419277824,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,65,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
2,/img/pexels-photo-2932353.jpeg,contrast,-0.6,-1.0,leftImage,-3824832366845467648,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,66,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
3,/img/pexels-photo-1632419.jpeg,tint,0.85,1.0,rightImage,4057195110146974720,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,120,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15"
2,/img/pexels-photo-1892795.jpeg,shadows,50.0,60.0,rightImage,-7749208848142161920,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,67,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
1,/img/pexels-photo-1954524.jpeg,tint,1.0,0.75,leftImage,7379713938776769536,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,68,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0
