,RTT(s),img,parameter,leftChanges,rightChanges,chosen,hashval,screenWidth,screenHeight,windowWidth,windowHeight,colorDepth,userid,count,useragent,leftNIMA,rightNIMA
115,19,/img/pexels-photo-2877164.jpeg,highlights,-50.0,-80.0,leftImage,-8514801937699652608,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,24,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.745229721069336,5.500669956207275
117,3,/img/pexels-photo-3115631.jpeg,lcontrast,9.0,35.0,leftImage,5986187546940736512,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,25,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.099506855010986,5.0904860496521
118,3,/img/pexels-photo-603580.jpeg,lcontrast,4.0,0.0,leftImage,-2950448280484691968,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,26,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,4.628435134887695,5.0775980949401855
119,5,/img/pexels-photo-1590042.jpeg,lcontrast,0.0,0.6,rightImage,1875174168997770496,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,101,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.677726745605469,5.642948150634766
120,3,/img/pexels-photo-705793.jpeg,highlights,80.0,-50.0,leftImage,-3383040553677814784,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,27,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,4.503366947174072,4.646961212158203
121,3,/img/pexels-photo-115566.jpeg,brightness,0.0,-0.4,rightImage,-6612532097503583232,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,28,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.831915378570557,5.618478775024414
122,2,/img/pexels-photo-1427587.jpeg,temperature,6500.0,2000.0,leftImage,2351725672938411008,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,29,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.600576400756836,4.888610363006592
123,3,/img/pexels-photo-535099.jpeg,saturation,-0.4,-0.6,leftImage,-3534600293954539520,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,30,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.382110595703125,5.390732765197754
126,9,/img/pexels-photo-628247.jpeg,brightness,-0.2,-0.2,leftImage,5138068019418170368,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,31,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.351968288421631,5.351968288421631
127,3,/img/pexels-photo-3616733.jpeg,tint,1.0,1.1,leftImage,4189002170593578496,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,104,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.570278167724609,5.125301361083984
128,6,/img/pexels-photo-2111759.jpeg,shadows,50.0,-40.0,leftImage,-7991047487933950976,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,32,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.616735935211182,5.482720851898193
129,2,/img/pexels-photo-1291481.jpeg,highlights,-50.0,-100.0,leftImage,-3186245526776579584,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,33,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.569575309753418,5.257510185241699
130,2,/img/uss-nimitz-basketball-silhouettes-sea-69773.jpeg,contrast,0.0,-0.6,leftImage,-7148970171591984128,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,34,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.631317138671875,5.225399017333984
131,3,/img/pexels-photo-784371.jpeg,brightness,0.6,0.4,leftImage,6177610563701236736,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,35,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.334176063537598,5.4125776290893555
132,11,/img/pexels-photo-1830297.jpeg,exposure,0.6,0.0,leftImage,-1158349746526498560,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,105,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.50409460067749,4.950883865356445
133,1,/img/pexels-photo-57553.jpeg,exposure,0.0,2.4,leftImage,656984275259815936,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,36,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.126180648803711,4.996981143951416
134,7,/img/pexels-photo-3602624.jpeg,highlights,-60.0,-50.0,leftImage,-6617922474749883392,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,37,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.429902076721191,5.50932502746582
135,1,/img/pexels-photo-3193548.jpeg,tint,1.15,1.0,rightImage,660758420141455872,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,38,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.444594860076904,6.042204856872559
137,3,/img/pexels-photo-860920.jpeg,vibrance,20.0,25.0,rightImage,3293133344974743040,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,39,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.676661968231201,5.845305919647217
139,3,/img/pexels-photo-1791538.jpeg,tint,0.95,0.95,rightImage,-7538482946335742976,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,40,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.056487560272217,5.056487560272217
140,3,/img/pexels-photo-752036.jpeg,temperature,6500.0,14000.0,rightImage,-2605345386115625472,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,41,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,4.640868186950684,4.6621222496032715
142,4,/img/pexels-photo-140039.jpeg,highlights,-50.0,-100.0,rightImage,-4637817417650376704,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,42,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.817768096923828,5.688274383544922
143,1,/img/pexels-photo-1483595.jpeg,tint,1.0,1.15,leftImage,-5078815805898381312,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,43,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.7591657638549805,5.483679294586182
144,2,/img/pexels-photo-2136042.jpeg,temperature,3000.0,6500.0,rightImage,5016409660313377792,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,109,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.936297416687012,5.249904632568359
145,2,/img/pexels-photo-3050824.jpeg,temperature,20000.0,8000.0,rightImage,3058746391834368512,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,44,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.354244709014893,5.340093612670898
146,2,/img/pexels-photo-3049882.jpeg,lcontrast,7.0,8.0,leftImage,-796288717030649472,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,45,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.190741062164307,5.202172756195068
147,1,/img/pexels-photo-346819.jpeg,temperature,6500.0,20000.0,leftImage,7799105173505210368,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,46,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,4.971054553985596,4.731174468994141
148,2,/img/pexels-photo-2467210.jpeg,saturation,-0.4,-0.8,leftImage,-2357430340338477056,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,47,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.259710311889648,5.312427997589111
149,2,/img/pexels-photo-157236.jpeg,vibrance,25.0,80.0,leftImage,-1385603254930695936,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,48,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.999171257019043,5.987146377563477
150,2,/img/pexels-photo-2795918.jpeg,vibrance,25.0,20.0,leftImage,1078544690481321472,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,49,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.412084102630615,5.351006507873535
151,1,/img/dog-animal-portrait-head-86412.jpeg,contrast,0.0,-0.4,leftImage,-9214596015975077888,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,50,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.216258525848389,4.651944160461426
152,15,/img/italy-rome-building-antique-161974.jpeg,shadows,50.0,-80.0,leftImage,7494878621634738176,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,110,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.170969009399414,5.038357734680176
153,1,/img/pexels-photo-1346089.jpeg,shadows,50.0,80.0,leftImage,-1072874172775558016,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,51,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.5753912925720215,5.358389377593994
155,4,/img/pexels-photo-2946199.jpeg,shadows,50.0,100.0,leftImage,-7037511455786637312,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,52,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.5434794425964355,4.8641228675842285
156,2,/img/pexels-photo-905889.jpeg,vibrance,20.0,25.0,leftImage,-1128660323058050560,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,53,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.9756340980529785,6.0681471824646
157,4,/img/pexels-photo-1972736.jpeg,saturation,-0.4,0.0,rightImage,-7833123986874543104,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,112,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.266225337982178,5.3444037437438965
158,3,/img/pexels-photo-1816731.jpeg,shadows,80.0,50.0,rightImage,-5356015489976222720,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,54,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.637331962585449,5.636105060577393
160,3,/img/pexels-photo-928969.jpeg,saturation,0.0,0.4,rightImage,5121699356218364928,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,113,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.3859944343566895,5.357977867126465
161,2,/img/baseball-high-school-sport-competition-159741.jpeg,exposure,0.6,3.0,leftImage,-9131001413459504128,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,56,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.0999579429626465,4.322682857513428
162,3,/img/pexels-photo-3066333.jpeg,saturation,-0.4,0.0,rightImage,-6388540448146801664,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,114,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.5966715812683105,5.736006736755371
163,2,/img/pexels-photo-1671051.jpeg,brightness,0.0,0.4,leftImage,-8074202098641348608,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,57,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.637706756591797,5.417861461639404
164,2,/img/pexels-photo-1420442.jpeg,highlights,-50.0,60.0,leftImage,-5571143308214779904,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,58,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.706430912017822,5.575071811676025
165,3,/img/pexels-photo-1656062.jpeg,contrast,0.0,0.4,leftImage,-4541787327931932160,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,115,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.397772312164307,4.464822769165039
166,1,/img/pexels-photo-2985018.jpeg,brightness,-1.0,-1.0,leftImage,4095756988735302656,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,59,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.162849426269531,5.162849426269531
168,2,/img/pexels-photo-1066223.jpeg,vibrance,25.0,0.0,leftImage,304138534049557760,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,60,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.738544940948486,5.633346080780029
170,8,/img/pexels-photo-807627.jpeg,shadows,50.0,20.0,leftImage,-4957250259904536576,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,61,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.932152271270752,5.78019905090332
171,1,/img/pexels-photo-1999524.jpeg,brightness,0.2,0.2,leftImage,-137529730858822272,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,62,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.275547027587891,5.275547027587891
173,2,/img/pexels-photo-3490263.jpeg,lcontrast,8.0,5.0,rightImage,-1063499583568366336,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,63,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.716125011444092,5.7272047996521
174,1,/img/pexels-photo-1168672.jpeg,vibrance,80.0,25.0,rightImage,8870893845063560192,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,64,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.32374906539917,5.320461273193359
175,4,/img/pexels-photo-2757531.jpeg,contrast,0.0,0.6,leftImage,-1471121333906785024,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,119,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.289173603057861,5.175920486450195
176,1,/img/pexels-photo-2859368.jpeg,temperature,6000.0,3000.0,leftImage,2325342293419277824,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,65,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.338836193084717,5.323174953460693
177,2,/img/pexels-photo-2932353.jpeg,contrast,-0.6,-1.0,leftImage,-3824832366845467648,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,66,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,4.6135759353637695,4.202689170837402
178,3,/img/pexels-photo-1632419.jpeg,tint,0.85,1.0,rightImage,4057195110146974720,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,120,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.093069553375244,5.5516486167907715
179,2,/img/pexels-photo-1892795.jpeg,shadows,50.0,60.0,rightImage,-7749208848142161920,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,67,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.453264236450195,5.328939437866211
180,1,/img/pexels-photo-1954524.jpeg,tint,1.0,0.75,leftImage,7379713938776769536,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,68,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.380973815917969,5.132697105407715
181,1,/img/pexels-photo-1329864.jpeg,exposure,1.8,1.8,rightImage,-8017960517651770368,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,69,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.077116966247559,5.077116966247559
182,2,/img/pendulum-cone-chain-gold-39239.jpeg,brightness,0.8,0.0,rightImage,-3353602556870766080,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,70,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,4.737607479095459,5.24714469909668
183,1,/img/pexels-photo-557865.jpeg,shadows,50.0,-100.0,rightImage,4349880909418188800,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,71,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.170126438140869,5.067845821380615
184,3,/img/pexels-photo-2101153.jpeg,shadows,50.0,40.0,rightImage,1606604996469172480,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,72,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.109029293060303,5.084512233734131
185,1,/img/black-and-white-woman-girl-sitting.jpg,tint,1.0,0.85,leftImage,5422262786314756096,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,73,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.764411449432373,5.476110935211182
186,2,/img/pexels-photo-1860907.jpeg,contrast,1.0,0.0,rightImage,2191136213463066112,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,74,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.086497783660889,5.434978485107422
187,14,/img/pexels-photo-14398.jpeg,temperature,5000.0,6500.0,leftImage,-638056137550603264,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,121,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.068477630615234,5.149623870849609
188,2,/img/pexels-photo-1708539.jpeg,temperature,6500.0,12000.0,leftImage,625216623184443648,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,75,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.565584659576416,5.606623649597168
191,8,/img/pexels-photo-1108328.jpeg,exposure,0.0,-3.0,leftImage,-1843907719974035456,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,77,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.3398756980896,4.804635047912598
192,1,/img/pexels-photo-2877159.jpeg,brightness,0.0,-0.4,leftImage,5271272967325884416,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,78,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.866322994232178,5.578935623168945
193,2,/img/pexels-photo-311004.jpeg,highlights,-50.0,-20.0,rightImage,3991826823542449152,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,79,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.25551700592041,5.133483409881592
194,9,/img/texture-colorful-chair-comfortable.jpg,saturation,0.4,0.0,leftImage,-2130538042686526208,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,123,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.067977428436279,5.101771831512451
195,2,/img/pexels-photo-208147.jpeg,vibrance,80.0,25.0,leftImage,-4957704014156061696,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,80,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.110795021057129,5.211294651031494
196,1,/img/american-football-football-football-player-quarterback-159819.jpeg,contrast,0.0,-0.6,leftImage,4992644955306778624,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,81,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.57023286819458,5.0365495681762695
197,3,/img/pexels-photo-2260824.jpeg,tint,1.2,1.0,rightImage,-2011735497097401600,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.177615165710449,5.408031940460205
198,2,/img/pexels-photo-1214016.jpeg,highlights,40.0,-20.0,leftImage,8051912720049733632,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,82,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.14723014831543,5.145690441131592
199,1,/img/pexels-photo-1549975.jpeg,saturation,0.0,-0.8,leftImage,1552207393492759808,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,83,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.430108547210693,5.546700477600098
200,2,/img/pexels-photo-285173.jpeg,shadows,80.0,50.0,rightImage,-5078846909097253888,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,84,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,4.742481231689453,4.969668865203857
201,4,/img/pexels-photo-1550914.jpeg,shadows,20.0,50.0,rightImage,5573061882483243008,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.263504505157471,5.203927516937256
202,1,/img/pexels-photo-1032000.jpeg,brightness,-0.8,-0.2,rightImage,-3921320034930639872,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,85,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.55089807510376,5.506923675537109
203,3,/img/pexels-photo-1200010.jpeg,saturation,0.6,0.8,rightImage,2444979028786607616,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,86,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,4.964416027069092,4.932109832763672
205,2,/img/pexels-photo-2877130.jpeg,temperature,2000.0,6500.0,rightImage,5258862465796085760,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,87,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.005002498626709,5.6934356689453125
206,1,/img/pexels-photo-325113.jpeg,highlights,-40.0,100.0,leftImage,-766131918918734208,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,88,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.013373851776123,5.0517754554748535
208,2,/img/pexels-photo-3441092.jpeg,temperature,20000.0,16000.0,rightImage,-1188284833825931776,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,89,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.280324459075928,5.247993469238281
209,4,/img/pexels-photo-2262697.jpeg,highlights,-100.0,-50.0,rightImage,-3665911563332995584,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,90,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,5.389240264892578,5.495621681213379
210,1,/img/pexels-photo-1645499.jpeg,tint,1.1,1.0,rightImage,7072606710695061504,2048,1152,2031,1029,24,32eaf8c4f682b1649780e881c28f56bb,91,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,4.667881965637207,4.81843376159668
211,7,/img/pexels-photo-2078260.jpeg,highlights,-80.0,-50.0,leftImage,8439782539670526976,3008,1692,3008,1629,24,480a2f7a87380f194962c23ff22c3a04,128,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.639934539794922,4.882560729980469
